id,matched_ids,merged_skills
37,"[54.0, 20.0, 3.0, 23.0, 5.0, 502.0, 36.0, 45.0, 31.0, 462.0]","{'component', 'business', 'design', 'network security', 'server', 'azure', 'business intelligence', 'data warehouse', 'diagram', 'testing', 'schedule', 'performance monitoring', 'analytics', 'data structure', 'database', 'software', 'framework', 'correctness', 'application server', 'certificate', 'relational database', 'support', 'computer science', 'sonar', 'intellij idea', 'oracle', 'google', 'workload', 'mysql', 'complex system', 'data center', 'java', 'security', 'release', 'jenkins', 'information management', 'web service'}"
38,"[260.0, 25.0, 342.0, 376.0, 375.0, 490.0, 388.0, 73.0, 26.0, 50.0]","{'monitoring', 'business', 'asp net', 'ajax', 'server', 'time tracking', 'deployment', 'groovy', 'perl', 'software', 'framework', 'application server', 'linux', 'support', 'scala', 'business process', 'openstack', 'objective c', 'jquery', 'engineering', 'microcontroller', 'telephony', 'shell', 'java', 'data center', 'qt'}"
39,"[54.0, 20.0, 43.0, 23.0, 45.0, 48.0, 3.0, 36.0, 19.0, 17.0]","{'openshift', 'monitoring', 'component', 'specification', 'business', 'medium', 'design', 'network security', 'server', 'azure', 'debugging', 'business intelligence', 'distributed database', 'project management', 'diagram', 'testing', 'schedule', 'deployment', 'performance monitoring', 'analytics', 'perl', 'data system', 'database', 'software', 'correctness', 'framework', 'cloud foundry', 'authentication', 'enterprise system', 'play', 'linux', 'certificate', 'support', 'computer engineering', 'computer science', 'python', 'openstack', 'mobile', 'docker', 'google', 'engineering', 'network architecture', 'workload', 'complex system', 'data integration', 'software engineering', 'shell', 'java', 'data center', 'release', 'interaction', 'documentation', 'web service', 'security'}"
40,"[50.0, 333.0, 185.0, 310.0, 273.0, 179.0, 287.0, 388.0, 13.0, 3.0]","{'component', 'algorithm', 'business', 'machine learning', 'medium', 'design', 'network security', 'finance', 'javascript', 'azure', 'diagram', 'deployment', 'groovy', 'analytics', 'sentiment analysis', 'perl', 'framework', 'application server', 'natural language processing', 'linux', 'twitter', 'support', 'python', 'openstack', 'google', 'big data', 'ml', 'shell', 'data center', 'devops', 'security'}"
41,"[46.0, 17.0, 21.0, 4.0, 51.0, 18.0, 250.0, 20.0, 54.0, 33.0]","{'business', 'medium', 'apache tomcat', 'javascript', 'nosql', 'project management', 'schedule', 'analytics', 'microsoft azure', 'ansible', 'nlp', 'computer science', 'python', 'chef', 'mobile', 'scalability', 'engineering', 'network management', 'complex system', 'specification', 'server', 'bootstrap', 'rabbitmq', 'database', 'cassandra', 'database design', 'relational database', 'user interface', 'virtualization platform', 'oracle', 'mongodb', 'docker', 'continuous integration', 'devops', 'web service', 'collaboration', 'network security', 'azure', 'business intelligence', 'diagram', 'testing', 'ruby', 'perl', 'framework', 'software', 'application server', 'riak', 'cloud foundry', 'authentication', 'activemq', 'angular', 'support', 'middleware', 'business process', 'openstack', 'network architecture', 'mysql', 'data integration', 'software engineering', 'java', 'mariadb', 'security', 'scripting language', 'monitoring', 'design', 'finance', 'memcached', 'deployment', 'performance monitoring', 'kubernetes', 'linux', 'certificate', 'marketing', 'google', 'workload', 'shell', 'interaction', 'cloud storage', 'release', 'documentation', 'postgresql', 'programming language'}"
42,"[489.0, 8.0, 426.0, 373.0, 460.0, 22.0, 52.0, 218.0, 50.0, 241.0]","{'component', 'business', 'junit', 'ajax', 'machine learning', 'design', 'server', 'finance', 'nosql', 'javascript', 'azure', 'devops', 'debugging', 'devise', 'project management', 'diagram', 'testing', 'hadoop', 'code review', 'deployment', 'groovy', 'ruby', 'perl', 'database', 'operating system', 'cloud access management', 'software', 'framework', 'gitlab', 'github', 'git', 'application server', 'authentication', 'enterprise system', 'ansible', 'linux', 'high availability', 'workflow', 'spring', 'graphite', 'support', 'rocket', 'marketing', 'swift', 'coreos', 'computer science', 'ubuntu', 'python', 'chef', 'openstack', 'ambiguity', 'jquery', 'cloud monitoring', 'oracle', 'eclipse', 'docker', 'engineering', 'big data', 'continuous integration', 'cucumber', 'shell', 'java', 'data center', 'documentation', 'web service', 'security', 'beanstalk'}"
43,"[3.0, 36.0, 39.0, 20.0, 17.0, 54.0, 468.0, 48.0, 255.0, 31.0]","{'component', 'monitoring', 'specification', 'business', 'medium', 'design', 'network security', 'server', 'finance', 'azure', 'debugging', 'project management', 'diagram', 'drupal', 'testing', 'schedule', 'deployment', 'performance monitoring', 'analytics', 'search engine', 'perl', 'database', 'software', 'correctness', 'framework', 'cloud foundry', 'authentication', 'linux', 'high availability', 'support', 'marketing', 'computer science', 'python', 'mobile', 'google', 'engineering', 'network architecture', 'workload', 'ecommerce', 'data integration', 'complex system', 'shell', 'content management', 'java', 'release', 'interaction', 'commerce', 'documentation', 'web service', 'security', 'collaboration'}"
44,"[464.0, 451.0, 333.0, 458.0, 448.0, 78.0, 93.0, 88.0, 469.0, 40.0]","{'component', 'business', 'junit', 'design', 'javascript', 'devops', 'testing', 'code review', 'deployment', 'software', 'framework', 'hibernate', 'front end', 'play', 'angular', 'spring', 'relational database', 'support', 'functional programming', 'marketing', 'computer science', 'business process', 'jquery', 'docker', 'oracle', 'scalability', 'engineering', 'mysql', 'ecommerce', 'software engineering', 'react', 'java', 'release', 'content management', 'web service', 'security', 'collaboration'}"
45,"[23.0, 21.0, 54.0, 39.0, 3.0, 41.0, 20.0, 46.0, 17.0, 36.0]","{'component', 'monitoring', 'collaboration', 'specification', 'business', 'ajax', 'medium', 'design', 'server', 'network security', 'nosql', 'azure', 'business intelligence', 'project management', 'diagram', 'schedule', 'deployment', 'performance monitoring', 'analytics', 'perl', 'database', 'microsoft azure', 'software', 'framework', 'web service', 'correctness', 'cloud foundry', 'authentication', 'database design', 'linux', 'certificate', 'relational database', 'support', 'computer science', 'python', 'chef', 'jquery', 'oracle', 'mongodb', 'google', 'engineering', 'network architecture', 'workload', 'complex system', 'data integration', 'shell', 'data center', 'java', 'cloud storage', 'interaction', 'release', 'documentation', 'devops', 'security', 'programming language', 'scripting language'}"
46,"[41.0, 3.0, 33.0, 50.0, 17.0, 20.0, 19.0, 22.0, 16.0, 23.0]","{'monitoring', 'component', 'specification', 'business', 'ajax', 'selenium', 'medium', 'mercurial', 'design', 'network security', 'server', 'azure', 'business intelligence', 'distributed database', 'project management', 'diagram', 'testing', 'deployment', 'groovy', 'analytics', 'ruby', 'perl', 'software', 'framework', 'application server', 'gitlab', 'github', 'git', 'web service', 'cloud foundry', 'ansible', 'source code', 'linux', 'high availability', 'certificate', 'support', 'computer engineering', 'computer science', 'python', 'chef', 'openstack', 'jquery', 'mobile', 'docker', 'google', 'engineering', 'network architecture', 'workload', 'bash', 'data integration', 'continuous integration', 'shell', 'java', 'data center', 'interaction', 'release', 'documentation', 'devops', 'security'}"
47,"[455.0, 463.0, 423.0, 488.0, 467.0, 62.0, 477.0, 350.0, 28.0, 90.0]","{'openshift', 'asp net', 'junit', 'ajax', 'medium', 'design', 'server', 'javascript', 'nosql', 'kafka', 'azure', 'xcode', 'devops', 'phonegap', 'hadoop', 'ruby', 'perl', 'database', 'operating system', 'framework', 'software', 'hibernate', 'kubernetes', 'front end', 'workflow', 'sqlite', 'angular', 'high availability', 'linux', 'relational database', 'scala', 'swift', 'bamboo', 'computer science', 'middleware', 'python', 'jquery', 'mobile', 'oracle', 'eclipse', 'objective c', 'engineering', 'scalability', 'docker', 'mysql', 'continuous integration', 'shell', 'react', 'java', 'google app engine', 'embedded system', 'documentation', 'web service', 'security'}"
48,"[378.0, 33.0, 17.0, 41.0, 468.0, 39.0, 3.0, 20.0, 43.0, 21.0]","{'component', 'monitoring', 'openshift', 'specification', 'business', 'ajax', 'programming language', 'medium', 'design', 'network security', 'server', 'nosql', 'azure', 'xcode', 'business intelligence', 'project management', 'diagram', 'testing', 'deployment', 'search engine', 'analytics', 'perl', 'data system', 'database', 'software', 'framework', 'web service', 'cloud foundry', 'database design', 'enterprise system', 'authentication', 'linux', 'high availability', 'play', 'certificate', 'relational database', 'support', 'computer science', 'python', 'chef', 'openstack', 'objective c', 'mobile', 'jquery', 'oracle', 'google', 'engineering', 'mongodb', 'network architecture', 'workload', 'data integration', 'software engineering', 'shell', 'content management', 'java', 'interaction', 'documentation', 'devops', 'security', 'collaboration', 'scripting language'}"
49,"[9.0, 465.0, 273.0, 218.0, 332.0, 297.0, 281.0, 50.0, 335.0, 506.0]","{'business', 'design', 'network security', 'finance', 'accounting', 'haproxy', 'devise', 'bootstrap', 'project management', 'testing', 'schedule', 'deployment', 'groovy', 'perl', 'software', 'framework', 'application server', 'nginx', 'linux', 'python', 'encryption', 'flask', 'openstack', 'oracle', 'bash', 'shell', 'java', 'release', 'knowledge base', 'data center', 'web service'}"
50,"[13.0, 40.0, 6.0, 498.0, 106.0, 28.0, 486.0, 497.0, 31.0, 463.0]","{'component', 'openshift', 'junit', 'continuous deployment', 'machine learning', 'ajax', 'design', 'server', 'javascript', 'nosql', 'logstash', 'kafka', 'azure', 'devops', 'akka', 'rabbitmq', 'hadoop', 'testing', 'deployment', 'ruby', 'perl', 'database', 'operating system', 'cassandra', 'framework', 'software', 'application server', 'hibernate', 'cloud foundry', 'kubernetes', 'front end', 'ansible', 'play', 'linux', 'angular', 'high availability', 'spring', 'relational database', 'scala', 'middleware', 'computer science', 'library', 'python', 'chef', 'openstack', 'jquery', 'docker', 'mongodb', 'scalability', 'engineering', 'oracle', 'bash', 'mysql', 'big data', 'apigee', 'continuous integration', 'shell', 'react', 'java', 'google app engine', 'documentation', 'web service', 'security', 'programming language', 'angularjs', 'scripting language'}"
51,"[478.0, 483.0, 41.0, 4.0, 16.0, 406.0, 25.0, 21.0, 468.0, 236.0]","{'component', 'monitoring', 'data analysis', 'specification', 'business', 'asp net', 'ajax', 'selenium', 'mercurial', 'programming language', 'design', 'server', 'javascript', 'nosql', 'azure', 'devops', 'business intelligence', 'data warehouse', 'project management', 'testing', 'code review', 'deployment', 'data mining', 'search engine', 'ruby', 'perl', 'database', 'framework', 'software', 'github', 'git', 'source code', 'ansible', 'database design', 'linux', 'angular', 'authentication', 'high availability', 'spring', 'relational database', 'user interface', 'computer science', 'python', 'chef', 'jquery', 'mobile', 'oracle', 'mongodb', 'scalability', 'engineering', 'bash', 'workload', 'continuous integration', 'software engineering', 'shell', 'react', 'java', 'release', 'content management', 'documentation', 'web service', 'data processing', 'security', 'collaboration', 'scripting language'}"
52,"[16.0, 28.0, 22.0, 50.0, 42.0, 378.0, 411.0, 33.0, 18.0, 41.0]","{'component', 'business', 'ajax', 'apache tomcat', 'javascript', 'nosql', 'groovy', 'operating system', 'github', 'ansible', 'graphite', 'coreos', 'computer science', 'ubuntu', 'python', 'chef', 'mobile', 'scalability', 'engineering', 'kibana', 'bash', 'network management', 'specification', 'selenium', 'server', 'xcode', 'rabbitmq', 'database', 'cassandra', 'relational database', 'docker', 'oracle', 'mongodb', 'continuous integration', 'google app engine', 'devops', 'web service', 'openshift', 'network security', 'ethernet', 'kafka', 'azure', 'diagram', 'testing', 'ruby', 'perl', 'software', 'framework', 'application server', 'riak', 'cloud foundry', 'centos', 'high availability', 'angular', 'activemq', 'support', 'scala', 'middleware', 'openstack', 'mysql', 'react', 'java', 'mariadb', 'security', 'monitoring', 'mercurial', 'design', 'finance', 'memcached', 'deployment', 'gitlab', 'git', 'kubernetes', 'source code', 'linux', 'certificate', 'rocket', 'marketing', 'objective c', 'jquery', 'google', 'workload', 'shell', 'data center', 'release', 'documentation', 'postgresql', 'beanstalk'}"
53,"[287.0, 298.0, 307.0, 388.0, 252.0, 251.0, 187.0, 255.0, 465.0, 357.0]","{'advertising', 'drupal', 'marketing automation', 'wireframing', 'business', 'ecommerce', 'broadcasting', 'support', 'medium', 'marketing', 'design', 'java', 'commerce', 'finance', 'android', 'mobile'}"
54,"[20.0, 39.0, 41.0, 23.0, 45.0, 3.0, 36.0, 37.0, 82.0, 32.0]","{'component', 'monitoring', 'specification', 'business', 'ajax', 'medium', 'system testing', 'design', 'network security', 'server', 'azure', 'business intelligence', 'project management', 'diagram', 'schedule', 'deployment', 'analytics', 'database', 'software', 'web service', 'correctness', 'certificate', 'virtual machine', 'support', 'computer science', 'chef', 'jquery', 'oracle', 'google', 'shell', 'java', 'data center', 'release', 'devops', 'security', 'collaboration'}"
55,"[361.0, 360.0, 388.0, 374.0, 357.0, 375.0, 376.0, 384.0, 91.0, 408.0]","{'monitoring', 'concurrency', 'business', 'asp net', 'design', 'server', 'uikit', 'xcode', 'debugging', 'time tracking', 'testing', 'ruby', 'data structure', 'database', 'software', 'framework', 'front end', 'play', 'angular', 'support', 'functional programming', 'swift', 'computer science', 'knockoutjs', 'chef', 'publishing', 'objective c', 'mobile', 'scalability', 'engineering', 'telephony', 'android', 'box', 'flip flop', 'web service', 'angularjs'}"
